segment_type,segment_value,segment_order,item_name,expenditure_value,is_income_metric,is_consumption_metric
Income Quintile,Total,999,Cauliflower,5.3,False,False
Income Quintile,Total,999,"Celebrations (halls, catering)",136.1,False,False
Income Quintile,Total,999,"Celery, including root ",2.7,False,False
Income Quintile,Total,999,Changing tires(30),10.4,False,False
Income Quintile,Total,999,Cheese or milk substitutes(13),8.5,False,False
Income Quintile,Total,999,Cherries ,2.0,False,False
Income Quintile,Total,999,Chewing gum,3.2,False,False
Income Quintile,Total,999,Chick-peas,1.8,False,False
Income Quintile,Total,999,Chicken and turkey breast,59.2,False,False
Income Quintile,Total,999,Chicken and turkey liver,3.1,False,False
Income Quintile,Total,999,Chicken and turkey – minced,4.0,False,False
Income Quintile,Total,999,Chicken leg quarters,33.4,False,False
Income Quintile,Total,999,Children's and babies' outerwear,80.0,False,False
Income Quintile,Total,999,Children's pants,19.0,False,False
Income Quintile,Total,999,Children's shoes,9.6,False,False
Income Quintile,Total,999,Children's sport shoes,20.0,False,False
Income Quintile,Total,999,Children's suit and coat,6.6,False,False
Income Quintile,Total,999,Children's track suit,7.2,False,False
Income Quintile,Total,999,Chocolate and chocolate-boxes,32.2,False,False
Income Quintile,Total,999,"Chocolate drink, cocoa, and coffee",8.1,False,False
Income Quintile,Total,999,Chocolate spread and cocoa spread,6.0,False,False
Income Quintile,Total,999,Cigarettes,108.1,False,False
Income Quintile,Total,999,"Cigarettes, tobacco, and accessories",118.4,False,False
Income Quintile,Total,999,Cigars and tobacco,7.9,False,False
Income Quintile,Total,999,Cleaning and laundry outside home,3.3,False,False
Income Quintile,Total,999,Cleaning gloves ,2.6,False,False
Income Quintile,Total,999,Clothing and footwear,579.2,False,False
Income Quintile,Total,999,Cocoa powder,1.9,False,False
Income Quintile,Total,999,"Coconut milk, cream, and water ",1.3,False,False
Income Quintile,Total,999,Coffee capsules ,9.2,False,False
Income Quintile,Total,999,Comprehensive auto insurance,176.4,False,False
Income Quintile,Total,999,Compulsory auto insurance,110.3,False,False
Income Quintile,Total,999,Compulsory payments – total,3776.0,False,False
Income Quintile,Total,999,Computer,25.5,False,False
Income Quintile,Total,999,Computer accessories,5.5,False,False
Income Quintile,Total,999,"Computer, internet and their products",43.7,False,False
Income Quintile,Total,999,Consumption expenditures – total,17600.0,False,False
Income Quintile,Total,999,Consumption of housing services  ,2931.5,False,False
Income Quintile,Total,999,Cookies and biscuits,36.5,False,False
Income Quintile,Total,999,Cooking and baking utensils,9.4,False,False
Income Quintile,Total,999,Coriander ,3.5,False,False
Income Quintile,Total,999,Corn cobs,1.9,False,False
Income Quintile,Total,999,Corn oil(5),2.8,False,False
Income Quintile,Total,999,Cosmetic treatments,32.9,False,False
Income Quintile,Total,999,Cosmetics and make-up (including other items),67.0,False,False
Income Quintile,Total,999,Cottage cheese ,14.3,False,False
Income Quintile,Total,999,"Cotton wool, tampons, and bandages",10.7,False,False
Income Quintile,Total,999,Couscous,1.6,False,False
Income Quintile,Total,999,Crackers,7.0,False,False
Income Quintile,Total,999,Cranberries,1.9,False,False
Income Quintile,Total,999,Cucumbers,20.8,False,False
Income Quintile,Total,999,"Culture, sports, and entertainment ",304.9,False,False
Income Quintile,Total,999,Cumulative life insurance premiums,71.3,False,False
Income Quintile,Total,999,Curtains,6.3,False,False
Income Quintile,Total,999,Cut vegetables for salad ,3.3,False,False
Income Quintile,Total,999,Daily newspaper,1.6,False,False
Income Quintile,Total,999,Dancing lessons and courses,11.3,False,False
Income Quintile,Total,999,Dates,5.5,False,False
Income Quintile,Total,999,Dental and oral hygiene products ,15.9,False,False
Income Quintile,Total,999,Dental insurance,8.8,False,False
Income Quintile,Total,999,Dental treatment,173.5,False,False
Income Quintile,Total,999,Dental treatment,255.3,False,False
Income Quintile,Total,999,Deodorizers and air fresheners,3.7,False,False
Income Quintile,Total,999,Diapers (all kinds) ,23.2,False,False
Income Quintile,Total,999,Dill ,1.4,False,False
Income Quintile,Total,999,Dishwashing materials,12.3,False,False
Income Quintile,Total,999,Disinfectants and house cleaning materials(18),38.9,False,False
Income Quintile,Total,999,Disposable bags,1.3,False,False
Income Quintile,Total,999,"Disposable plates, cups, and cutlery",34.1,False,False
Income Quintile,Total,999,Domestic help,220.1,False,False
Income Quintile,Total,999,Domestic help and cook,124.8,False,False
Income Quintile,Total,999,Donations to organizations and institutions,122.0,False,False
Income Quintile,Total,999,Dormitory payments ,4.8,False,False
Income Quintile,Total,999,Dress,54.6,False,False
Income Quintile,Total,999,Dress and skirt ,8.4,False,False
Income Quintile,Total,999,Dried fruit spreads,3.5,False,False
Income Quintile,Total,999,Driving lessons,25.1,False,False
Income Quintile,Total,999,Dry fava beans and lentils(12),2.2,False,False
Income Quintile,Total,999,Dust cloths and floor mops,4.3,False,False
Income Quintile,Total,999,Dwelling and household maintenance,1642.1,False,False
Income Quintile,Total,999,Earphones ,3.4,False,False
Income Quintile,Total,999,Earrings(33),9.4,False,False
Income Quintile,Total,999,Education services,1003.3,False,False
Income Quintile,Total,999,"Education, culture, and entertainment",1930.6,False,False
Income Quintile,Total,999,Eggplant salad,2.6,False,False
Income Quintile,Total,999,Eggplants,5.9,False,False
Income Quintile,Total,999,Eggs,38.7,False,False
Income Quintile,Total,999,Electric kettle,1.8,False,False
Income Quintile,Total,999,"Electricity, current consumption",402.7,False,False
Income Quintile,Total,999,"Electricity, gas and fuel for dwelling",461.1,False,False
Income Quintile,Total,999,Energy drinks,3.5,False,False
Income Quintile,Total,999,Entertainment durable goods,152.7,False,False
Income Quintile,Total,999,Entrance fees to amusement and water parks,2.1,False,False
Income Quintile,Total,999,Entrance fees to gimbories and escape rooms,2.9,False,False
Income Quintile,Total,999,Entrance fees to zoos,1.8,False,False
Income Quintile,Total,999,Entrance to night clubs and other entertainment venues,4.9,False,False
Income Quintile,Total,999,Entrance to sites ,2.4,False,False
Income Quintile,Total,999,"Envelopes, paper, and other writing supplies ",6.9,False,False
Income Quintile,Total,999,Expenditures on health services,158.4,False,False
Income Quintile,Total,999,Expenditures on stay abroad ,332.3,False,False
Income Quintile,Total,999,Expenditures on vehicles,2050.2,False,False
Income Quintile,Total,999,Expenses on two-wheel vehicle (31),10.9,False,False
Income Quintile,Total,999,Fees for private physician or specialist at health funds,25.2,False,False
Income Quintile,Total,999,"Fines, fees, and payment for permits",24.4,False,False
Income Quintile,Total,999,Fish,117.9,False,False
Income Quintile,Total,999,"Fish, domestically grown(10)",25.9,False,False
Income Quintile,Total,999,"Fish, grown abroad(11)",41.4,False,False
Income Quintile,Total,999,Flowers and plants,24.7,False,False
Income Quintile,Total,999,Food (excl. vegetables and fruit),2551.0,False,False
Income Quintile,Total,999,Food home delivery ,18.3,False,False
Income Quintile,Total,999,Footwear,138.5,False,False
Income Quintile,Total,999,For key money dwelling or free housing ,166.6,False,False
Income Quintile,Total,999,For owned dwelling,2764.9,False,False
Income Quintile,Total,999,For rented dwelling or room,1215.3,False,False
Income Quintile,Total,999,Freight and other expenses ,7.1,False,False
Income Quintile,Total,999,Fresh mushrooms  ,8.6,False,False
Income Quintile,Total,999,Fresh ready made food,33.7,False,False
Income Quintile,Total,999,From National Insurance Institute,2056.0,False,False
Income Quintile,Total,999,From allowances and assistance,2715.0,False,False
Income Quintile,Total,999,From capital,1012.0,False,False
Income Quintile,Total,999,From households and other ,308.0,False,False
Income Quintile,Total,999,From other institutions in Israel,352.0,False,False
Income Quintile,Total,999,From pensions and social insurance funds,1464.0,False,False
Income Quintile,Total,999,From self-employment and occasional work,2639.0,False,False
Income Quintile,Total,999,From wages and salary,14182.0,False,False
Income Quintile,Total,999,From work,16821.0,False,False
Income Quintile,Total,999,Frozen dough,4.6,False,False
Income Quintile,Total,999,Frozen pizza(4),5.8,False,False
Income Quintile,Total,999,Frozen vegetables – mixed ,2.4,False,False
Income Quintile,Total,999,Frozen vegetables – single ,13.3,False,False
Income Quintile,Total,999,"Fruit juices, natural",15.4,False,False
Income Quintile,Total,999,"Fruit, dried",58.8,False,False
Income Quintile,Total,999,"Fruit, fresh",201.1,False,False
Income Quintile,Total,999,"Fruit, preserved and frozen",4.0,False,False
Income Quintile,Total,999,Fuel and lubricants for vehicles,450.0,False,False
Income Quintile,Total,999,Furniture,233.7,False,False
Income Quintile,Total,999,Furniture and household equipment,660.0,False,False
Income Quintile,Total,999,Games,15.2,False,False
Income Quintile,Total,999,Garbage bags,5.1,False,False
Income Quintile,Total,999,Garlic,5.4,False,False
Income Quintile,Total,999,Gas in containers,15.8,False,False
Income Quintile,Total,999,"Gas, central installation",32.4,False,False
Income Quintile,Total,999,General secondary schools,37.0,False,False
Income Quintile,Total,999,Glasses and contact lenses,60.4,False,False
Income Quintile,Total,999,Government taxes,40.1,False,False
Income Quintile,Total,999,Grapes,15.8,False,False
Income Quintile,Total,999,Gratuities,3.3,False,False
Income Quintile,Total,999,Green and red peppers ,15.7,False,False
Income Quintile,Total,999,Gross money income – total,22013.0,False,False
Income Quintile,Total,999,Guarding fee ,5.2,False,False
Income Quintile,Total,999,Hair accessories,1.9,False,False
Income Quintile,Total,999,Hair products,25.2,False,False
Income Quintile,Total,999,Halvah,2.1,False,False
Income Quintile,Total,999,"Handkerchiefs (paper, linen)",6.4,False,False
Income Quintile,Total,999,Hard cheese,52.4,False,False
Income Quintile,Total,999,"Hats, hoods, scarves, and kerchiefs",4.2,False,False
Income Quintile,Total,999,Health funds complementary insurance,258.4,False,False
Income Quintile,Total,999,Health insurance,438.8,False,False
Income Quintile,Total,999,Health insurance in insurance company,149.0,False,False
Income Quintile,Total,999,Health(25),1132.9,False,False
Income Quintile,Total,999,Healthy snacks,6.6,False,False
Income Quintile,Total,999,Heating expenses (incl. kerosene),10.3,False,False
Income Quintile,Total,999,High Yeshiva,10.9,False,False
Income Quintile,Total,999,"Hobbies, sports and camping equipment",194.2,False,False
Income Quintile,Total,999,Home day care up to age 3,29.4,False,False
Income Quintile,Total,999,Home decorations,64.2,False,False
Income Quintile,Total,999,Home electrical equipment insurance,2.4,False,False
Income Quintile,Total,999,Honey,4.4,False,False
Income Quintile,Total,999,Hot dogs,10.8,False,False
Income Quintile,Total,999,Hot peppers,1.7,False,False
Income Quintile,Total,999,Hotels,100.7,False,False
Income Quintile,Total,999,Household electrical equipment,227.1,False,False
Income Quintile,Total,999,Households in population (thousands),2920.8,False,False
Income Quintile,Total,999,Households in sample,5478.0,False,False
Income Quintile,Total,999,Housing,4362.1,False,False
Income Quintile,Total,999,Humus salad ,10.2,False,False
Income Quintile,Total,999,Hygienic masks – fabric and paper,1.0,False,False
Income Quintile,Total,999,Ice cream and popsicles,23.0,False,False
Income Quintile,Total,999,Imputed expenses on unowned car ,127.8,False,False
Income Quintile,Total,999,Income tax,2379.0,False,False
Income Quintile,Total,999,Instant coffee,11.8,False,False
Income Quintile,Total,999,Instant meals (not frozen),3.2,False,False
Income Quintile,Total,999,Insurance for travel abroad,8.4,False,False
Income Quintile,Total,999,Insurance on dwelling and contents,65.5,False,False
Income Quintile,Total,999,Internet subscription ,81.0,False,False
Income Quintile,Total,999,"Iron, vacuum cleaner, dryer, and washing machine",42.0,False,False
Income Quintile,Total,999,Jam and confiture,2.3,False,False
Income Quintile,Total,999,Jewellery and watches,87.4,False,False
Income Quintile,Total,999,Ketchup ,3.3,False,False
Income Quintile,Total,999,Kitchen and dining room furniture(21),23.2,False,False
Income Quintile,Total,999,Kiwi ,2.3,False,False
Income Quintile,Total,999,Kohlrabi ,1.5,False,False
Income Quintile,Total,999,Lab tests and x-rays,5.5,False,False
Income Quintile,Total,999,Lamb and goat meat,42.3,False,False
Income Quintile,Total,999,"Lamps, chandeliers, and lamp shades",7.8,False,False
Income Quintile,Total,999,Language courses,7.0,False,False
Income Quintile,Total,999,Laundry detergent,20.8,False,False
Income Quintile,Total,999,Legal and other services,211.4,False,False
Income Quintile,Total,999,Lemons,6.6,False,False
Income Quintile,Total,999,Lettuce,8.6,False,False
Income Quintile,Total,999,Living room furniture,96.5,False,False
Income Quintile,Total,999,Long-term care insurance ,25.1,False,False
Income Quintile,Total,999,Lotteries,4.8,False,False
Income Quintile,Total,999,Lower secondary schools,21.2,False,False
Income Quintile,Total,999,Maintenance and renovation,246.7,False,False
Income Quintile,Total,999,Malt beer,0.8,False,False
Income Quintile,Total,999,Mangos,2.9,False,False
Income Quintile,Total,999,Margarine,1.6,False,False
Income Quintile,Total,999,Martial arts class,8.9,False,False
Income Quintile,Total,999,Mayonnaise,5.4,False,False
Income Quintile,Total,999,Meals away from home,499.0,False,False
Income Quintile,Total,999,Meat and poultry,490.9,False,False
Income Quintile,Total,999,Meat and poultry products – frozen,13.8,False,False
Income Quintile,Total,999,"Meat roll, shwarma, chicken and turkey pieces",27.7,False,False
Income Quintile,Total,999,Meat substitutes and vegetarian products,9.5,False,False
Income Quintile,Total,999,Median of  gross money income per household,16470.0,False,False
Income Quintile,Total,999,Medications from pharmacies,37.1,False,False
Income Quintile,Total,999,Medications n.e.c.,31.4,False,False
Income Quintile,Total,999,Medications through health funds,82.5,False,False
Income Quintile,Total,999,"Membership dues to Histadrut, professional organization, ",10.5,False,False
Income Quintile,Total,999,"Membership in a social club, health club, or swimming pool",59.0,False,False
Income Quintile,Total,999,Men's and children's haircuts(32),7.2,False,False
Income Quintile,Total,999,Men's outerwear,128.4,False,False
Income Quintile,Total,999,Men's shoes,21.4,False,False
Income Quintile,Total,999,Men's sport shoes,30.1,False,False
Income Quintile,Total,999,Men's suit and overcoat,22.8,False,False
Income Quintile,Total,999,Men's track suit,6.8,False,False
Income Quintile,Total,999,Men's underwear,3.2,False,False
Income Quintile,Total,999,Milk and cheese delicacies,31.0,False,False
Income Quintile,Total,999,"Milk, milk products, and eggs",346.9,False,False
Income Quintile,Total,999,Mineral water,15.7,False,False
Income Quintile,Total,999,Mint ,1.2,False,False
Income Quintile,Total,999,Miscellaneous clothing articles,14.4,False,False
Income Quintile,Total,999,Miscellaneous food products,423.1,False,False
Income Quintile,Total,999,Miscellaneous goods and services,859.6,False,False
Income Quintile,Total,999,Miscellaneous household articles,129.0,False,False
Income Quintile,Total,999,Mobile phone for persons outside the household,2.9,False,False
Income Quintile,Total,999,"Mobile phone, current account",98.3,False,False
Income Quintile,Total,999,"Mobile phone, purchase",70.1,False,False
Income Quintile,Total,999,Money expenditure per household,14526.0,False,True
Income Quintile,Total,999,Money expenditure per person ,4580.0,False,False
Income Quintile,Total,999,Monthly rent,1260.3,False,False
Income Quintile,Total,999,Mortgage payments (principal+interest),1221.7,False,False
Income Quintile,Total,999,Movie tickets and cultural events,25.1,False,False
Income Quintile,Total,999,Moving of dwelling's content,9.1,False,False
Income Quintile,Total,999,Multi-use bags,0.8,False,False
Income Quintile,Total,999,Municipal  property taxes ,409.6,False,False
Income Quintile,Total,999,Municipal pre-compulsory or compulsory kindergarten,20.9,False,False
Income Quintile,Total,999,Municipal property taxes,438.2,False,False
Income Quintile,Total,999,Municipal taxes(20),23.4,False,False
Income Quintile,Total,999,Museum and exhibition fees,2.3,False,False
Income Quintile,Total,999,Music lessons and courses ,13.6,False,False
Income Quintile,Total,999,Musical instruments ,5.5,False,False
Income Quintile,Total,999,Mustard ,0.9,False,False
Income Quintile,Total,999,"Napkins (cloth and paper), disposable tablecloths",10.6,False,False
Income Quintile,Total,999,National health insurance,670.0,False,False
Income Quintile,Total,999,National insurance payments,727.0,False,False
Income Quintile,Total,999,Necklaces(33),22.8,False,False
Income Quintile,Total,999,Net income per household,21345.0,False,False
Income Quintile,Total,999,Net income per standard person,8084.0,False,False
Income Quintile,Total,999,Net money income per household,18237.0,True,False
Income Quintile,Total,999,Net money income per person ,5750.0,False,False
Income Quintile,Total,999,"Newspapers, books, and stationery",39.4,False,False
Income Quintile,Total,999,Non-electrical equipment,95.7,False,False
Income Quintile,Total,999,Non-prescription vitamins ,16.2,False,False
Income Quintile,Total,999,Noodles and pasta,15.7,False,False
Income Quintile,Total,999,Nursing caregiver at home,79.3,False,False
Income Quintile,Total,999,Nuts,12.6,False,False
Income Quintile,Total,999,Oatmeal,2.2,False,False
Income Quintile,Total,999,Olive oil,22.7,False,False
Income Quintile,Total,999,Olives,7.6,False,False
Income Quintile,Total,999,Onions and scallions,14.3,False,False
Income Quintile,Total,999,Oranges,7.1,False,False
Income Quintile,Total,999,Organic eggs ,3.9,False,False
Income Quintile,Total,999,Organization dues and donations,132.5,False,False
Income Quintile,Total,999,Organized tour abroad,77.7,False,False
Income Quintile,Total,999,Other books,22.4,False,False
Income Quintile,Total,999,Other canned vegetables(15),1.8,False,False
Income Quintile,Total,999,Other car repairs,45.0,False,False
Income Quintile,Total,999,Other cleaning materials,4.0,False,False
Income Quintile,Total,999,Other dental expenditures(26),73.0,False,False
Income Quintile,Total,999,Other dried fruit ,2.8,False,False
Income Quintile,Total,999,Other electric kitchen appliances(23),39.1,False,False
Income Quintile,Total,999,Other expenditures,73.6,False,False
Income Quintile,Total,999,Other expenditures on celebrations,38.3,False,False
Income Quintile,Total,999,Other expenditures on health,280.4,False,False
Income Quintile,Total,999,Other fresh fruits,6.9,False,False
Income Quintile,Total,999,Other health insurance ,6.4,False,False
Income Quintile,Total,999,Other housing expenditures,130.3,False,False
Income Quintile,Total,999,Other kitchen utensils(24),9.6,False,False
Income Quintile,Total,999,Other laundry products,16.4,False,False
Income Quintile,Total,999,Other lessons and courses(28),70.5,False,False
Income Quintile,Total,999,Other medical items(27),7.5,False,False
Income Quintile,Total,999,Other milk,6.6,False,False
Income Quintile,Total,999,Other mixed nuts n.e.c.,14.7,False,False
Income Quintile,Total,999,Other parts of chicken and turkey,9.6,False,False
Income Quintile,Total,999,Other pastry and grain products – frozen(3) ,3.0,False,False
Income Quintile,Total,999,Other pickled vegetables ,1.2,False,False
Income Quintile,Total,999,Other prepared salads ,5.6,False,False
Income Quintile,Total,999,Other products ,2.2,False,False
Income Quintile,Total,999,Other recreation places,20.2,False,False
Income Quintile,Total,999,Other sweets,20.8,False,False
Income Quintile,Total,999,Other travel abroad,365.7,False,False
Income Quintile,Total,999,"Painting, sculpture and photography lessons and courses",7.0,False,False
Income Quintile,Total,999,Parking fees,12.6,False,False
Income Quintile,Total,999,Parking subscription(30),1.5,False,False
Income Quintile,Total,999,Parsley ,4.5,False,False
Income Quintile,Total,999,Pasteurized milk,43.8,False,False
Income Quintile,Total,999,Pastry products – frozen(3),3.4,False,False
Income Quintile,Total,999,Pastry products – not frozen(3),28.0,False,False
Income Quintile,Total,999,Payment for electrician,10.7,False,False
Income Quintile,Total,999,"Payment for painter, handyman",39.5,False,False
Income Quintile,Total,999,Payment for plumber ,12.6,False,False
Income Quintile,Total,999,"Payment to lawyer / real estate agent for buying, selling ",59.8,False,False
Income Quintile,Total,999,Payments for other maintenance(16),19.9,False,False
Income Quintile,Total,999,Payments to managers insurance,66.6,False,False
Income Quintile,Total,999,Payments to pension fund,593.7,False,False
Income Quintile,Total,999,Payments to provident funds,142.8,False,False
Income Quintile,Total,999,Payments to training funds,256.4,False,False
Income Quintile,Total,999,"Peaches, nectarines",8.4,False,False
Income Quintile,Total,999,Peanut snacks ,7.4,False,False
Income Quintile,Total,999,Peanuts,2.0,False,False
Income Quintile,Total,999,Pears,4.8,False,False
Income Quintile,Total,999,Periodic maintenance,77.5,False,False
Income Quintile,Total,999,Persimmons,2.4,False,False
Income Quintile,Total,999,Persona services and cosmetics,71.3,False,False
Income Quintile,Total,999,Personal articles and cosmetics,148.7,False,False
Income Quintile,Total,999,Pet food,37.6,False,False
Income Quintile,Total,999,Pickled cucumbers,6.0,False,False
Income Quintile,Total,999,"Pictures, mirrors, and other decorations",10.8,False,False
Income Quintile,Total,999,Pistachio,2.3,False,False
Income Quintile,Total,999,Pitta (oriental bread),27.5,False,False
Income Quintile,Total,999,Plums,2.3,False,False
Income Quintile,Total,999,Pocket money,37.8,False,False
Income Quintile,Total,999,Pomegranate ,1.6,False,False
Income Quintile,Total,999,Pomelo ,1.3,False,False
Income Quintile,Total,999,Popcorn ,2.0,False,False
Income Quintile,Total,999,"Poppy seeds, sesame seeds, and minced coconut ",1.4,False,False
Income Quintile,Total,999,Portable heater (including for bathroom),2.7,False,False
Income Quintile,Total,999,Post-secondary schools ,35.9,False,False
Income Quintile,Total,999,"Postal services, telephone, and communications",290.8,False,False
Income Quintile,Total,999,Potato products – frozen,5.1,False,False
Income Quintile,Total,999,Potato snacks ,9.0,False,False
Income Quintile,Total,999,Potatoes and sweet potatoes,27.9,False,False
Income Quintile,Total,999,Powdered soup and sauces,5.0,False,False
Income Quintile,Total,999,Pre-moistened towelettes,12.0,False,False
Income Quintile,Total,999,Prepared sauces for pasta and salad,9.9,False,False
Income Quintile,Total,999,Preserved fish,19.2,False,False
Income Quintile,Total,999,Primary schools,55.9,False,False
Income Quintile,Total,999,Printer ink,1.1,False,False
Income Quintile,Total,999,Private aesthetic surgery and treatments ,14.0,False,False
Income Quintile,Total,999,Private kindergarten or day care as of age 3,2.7,False,False
Income Quintile,Total,999,"Private nurse, ambulance, and emergency room",3.7,False,False
Income Quintile,Total,999,Processed cheese,2.6,False,False
Income Quintile,Total,999,Processed fish,6.5,False,False
Income Quintile,Total,999,Psychological or psychiatric treatment,49.3,False,False
Income Quintile,Total,999,Public transport,61.1,False,False
Income Quintile,Total,999,"Pudding mix, gelatin",2.5,False,False
Income Quintile,Total,999,Pumpkin  ,2.8,False,False
Income Quintile,Total,999,"Quilts, blankets, pillows, and cushions",5.7,False,False
Income Quintile,Total,999,Radishes ,1.2,False,False
Income Quintile,Total,999,Raisins,1.0,False,False
Income Quintile,Total,999,Ravioli(4),2.3,False,False
Income Quintile,Total,999,Recreation and excursions,177.7,False,False
Income Quintile,Total,999,Refrigerator and deep freezer,33.1,False,False
Income Quintile,Total,999,Registration fee and change of ownership ,4.6,False,False
Income Quintile,Total,999,Regular coffee,20.9,False,False
Income Quintile,Total,999,Rehabilitation aids or medical equipment ,10.7,False,False
Income Quintile,Total,999,Renovations and Investments in dwelling,505.2,False,False
Income Quintile,Total,999,Repair and accessories for phone,11.1,False,False
Income Quintile,Total,999,Rice,17.5,False,False
Income Quintile,Total,999,Rice crispies,4.4,False,False
Income Quintile,Total,999,Rings(33)  ,17.0,False,False
Income Quintile,Total,999,Roasted seeds,5.9,False,False
Income Quintile,Total,999,Rolls and bagels,21.9,False,False
Income Quintile,Total,999,Rural tourism,22.1,False,False
Income Quintile,Total,999,"Sabbath loaf, standard and sweet",11.4,False,False
Income Quintile,Total,999,"Sailing, off-road vehicles, horseback riding, ",3.3,False,False
Income Quintile,Total,999,Salt,2.5,False,False
Income Quintile,Total,999,Salty snacks,22.9,False,False
Income Quintile,Total,999,Sandwich bags,1.6,False,False
Income Quintile,Total,999,Sausage and pastrami(9),29.7,False,False
Income Quintile,Total,999,"Seasoning greens, incl. root and leafy vegetables(14)",7.2,False,False
Income Quintile,Total,999,Selected savings items,4502.0,False,False
Income Quintile,Total,999,Semolina,0.9,False,False
Income Quintile,Total,999,Service and repairs of home electrical equipment,4.4,False,False
Income Quintile,Total,999,Sesame oil (tahina),7.2,False,False
Income Quintile,Total,999,"Sewing, fabrics, and accessories",4.0,False,False
Income Quintile,Total,999,Shaving accessories and shaving cream,3.1,False,False
Income Quintile,Total,999,Sheets,12.6,False,False
Income Quintile,Total,999,Shirt,50.1,False,False
Income Quintile,Total,999,Skirt,4.3,False,False
Income Quintile,Total,999,Slacks,34.5,False,False
Income Quintile,Total,999,Sliced bread,7.4,False,False
Income Quintile,Total,999,Smart watches ,6.8,False,False
Income Quintile,Total,999,"Soccer, basketball and other ball classes",21.3,False,False
Income Quintile,Total,999,Social organization fees ,4.7,False,False
Income Quintile,Total,999,Soda water,3.5,False,False
Income Quintile,Total,999,Soft drinks,88.0,False,False
Income Quintile,Total,999,"Soft drinks, carbonated",37.0,False,False
Income Quintile,Total,999,"Soft drinks, non-carbonated",23.3,False,False
Income Quintile,Total,999,Soft white cheese,31.1,False,False
Income Quintile,Total,999,Soup mandels and croutons ,3.9,False,False
Income Quintile,Total,999,Sour cream,5.9,False,False
Income Quintile,Total,999,Sour milk products and yogurt,37.8,False,False
Income Quintile,Total,999,Special bread,30.6,False,False
Income Quintile,Total,999,Special tutoring for pupils,37.2,False,False
Income Quintile,Total,999,Spices,14.7,False,False
Income Quintile,Total,999,"Spinach, Swiss chard, and beet leaves ",2.1,False,False
Income Quintile,Total,999,Sports and exercise lessons ,65.3,False,False
Income Quintile,Total,999,Sports and fitness equipment,8.2,False,False
Income Quintile,Total,999,Sprouts,0.8,False,False
Income Quintile,Total,999,Squash,7.6,False,False
Income Quintile,Total,999,Standard bread,1.0,False,False
Income Quintile,Total,999,"Stove, microwave, and ventilation hood(22)",26.4,False,False
Income Quintile,Total,999,Strawberries,11.7,False,False
Income Quintile,Total,999,Subscription for car locator systems ,3.2,False,False
Income Quintile,Total,999,Subscription for television broadcasts(29),106.3,False,False
Income Quintile,Total,999,Subscription to cultural performances ,7.2,False,False
Income Quintile,Total,999,Subscription to daily newspaper,9.6,False,False
Income Quintile,Total,999,Subscription to lottery,9.3,False,False
Income Quintile,Total,999,Subscription to periodicals and publications,5.5,False,False
Income Quintile,Total,999,Subscriptions for websites ,9.2,False,False
Income Quintile,Total,999,Sugar,7.9,False,False
Income Quintile,Total,999,Sugar and sugar products,93.7,False,False
Income Quintile,Total,999,Sugar melons,3.2,False,False
Income Quintile,Total,999,Summer camp for children,21.5,False,False
Income Quintile,Total,999,Sunflower oil(5),2.8,False,False
Income Quintile,Total,999,Supervised institutional  kindergarten day care up to age 3 ,204.7,False,False
Income Quintile,Total,999,Sweater or sleeveless pullover ,4.1,False,False
Income Quintile,Total,999,"Sweater, sleeveless pullover",5.8,False,False
Income Quintile,Total,999,Sweet concentrates,4.4,False,False
Income Quintile,Total,999,Sweet cream,9.1,False,False
Income Quintile,Total,999,Swimming class,12.4,False,False
Income Quintile,Total,999,Tablet,4.6,False,False
Income Quintile,Total,999,Tangerines and mandarins,5.2,False,False
Income Quintile,Total,999,Tea,10.2,False,False
Income Quintile,Total,999,"Telephone, current account",20.4,False,False
Income Quintile,Total,999,Television,26.3,False,False
Income Quintile,Total,999,Textbooks ,5.2,False,False
Income Quintile,Total,999,Third party auto insurance,23.0,False,False
Income Quintile,Total,999,Toilet paper,21.2,False,False
Income Quintile,Total,999,Toll road subscription(30),6.3,False,False
Income Quintile,Total,999,Tomato puree(15),11.6,False,False
Income Quintile,Total,999,Tomatoes,35.5,False,False
Income Quintile,Total,999,Tools and materials for dwelling maintenance(17),42.3,False,False
Income Quintile,Total,999,Toys,20.9,False,False
Income Quintile,Total,999,Transfers to other households(1),468.0,False,False
Income Quintile,Total,999,Transport and communications,3271.6,False,False
Income Quintile,Total,999,Transport by bus,32.8,False,False
Income Quintile,Total,999,Transport by special taxi,17.1,False,False
Income Quintile,Total,999,Transport by train ,4.7,False,False
Income Quintile,Total,999,Travel abroad,795.9,False,False
Income Quintile,Total,999,"Trays, serving dishes, and storage containers",10.0,False,False
Income Quintile,Total,999,Treatments for child development ,12.8,False,False
Income Quintile,Total,999,Trousers,40.8,False,False
Income Quintile,Total,999,"Underwear, sleepwear, and socks",35.4,False,False
Income Quintile,Total,999,Upgrade and computer repairs ,5.0,False,False
Income Quintile,Total,999,Various household articles(19),3.8,False,False
Income Quintile,Total,999,Vegetable oils and their products,61.7,False,False
Income Quintile,Total,999,Vegetables and fruit,611.3,False,False
Income Quintile,Total,999,"Vegetables, fresh",223.0,False,False
Income Quintile,Total,999,"Vegetables, frozen",20.8,False,False
Income Quintile,Total,999,"Vegetables, pickled and canned",60.2,False,False
Income Quintile,Total,999,Vinegar,1.6,False,False
Income Quintile,Total,999,Wafers,7.5,False,False
