segment_type,segment_value,item_name,expenditure_value,is_income_metric,is_consumption_metric
Income Quintile,4,Monthly rent,1089.4,False,False
Income Quintile,5,Monthly rent,1269.2,False,False
Income Quintile,Total,Monthly rent,1260.3,False,False
Income Quintile,1,Mortgage payments (principal+interest),464.5,False,False
Income Quintile,2,Mortgage payments (principal+interest),776.7,False,False
Income Quintile,3,Mortgage payments (principal+interest),1099.4,False,False
Income Quintile,4,Mortgage payments (principal+interest),1483.2,False,False
Income Quintile,5,Mortgage payments (principal+interest),2283.6,False,False
Income Quintile,Total,Mortgage payments (principal+interest),1221.7,False,False
Income Quintile,5,Movie tickets and cultural events,48.3,False,False
Income Quintile,Total,Movie tickets and cultural events,25.1,False,False
Income Quintile,1,Moving of dwelling's content,8.9,False,False
Income Quintile,2,Moving of dwelling's content,10.2,False,False
Income Quintile,4,Moving of dwelling's content,11.0,False,False
Income Quintile,5,Moving of dwelling's content,11.2,False,False
Income Quintile,Total,Moving of dwelling's content,9.1,False,False
Income Quintile,3,Multi-use bags,0.6,False,False
Income Quintile,5,Multi-use bags,1.2,False,False
Income Quintile,Total,Multi-use bags,0.8,False,False
Income Quintile,1,Municipal  property taxes ,250.5,False,False
Income Quintile,2,Municipal  property taxes ,318.7,False,False
Income Quintile,3,Municipal  property taxes ,395.9,False,False
Income Quintile,4,Municipal  property taxes ,489.1,False,False
Income Quintile,5,Municipal  property taxes ,593.9,False,False
Income Quintile,Total,Municipal  property taxes ,409.6,False,False
Income Quintile,1,Municipal pre-compulsory or compulsory kindergarten,24.5,False,False
Income Quintile,2,Municipal pre-compulsory or compulsory kindergarten,26.1,False,False
Income Quintile,4,Municipal pre-compulsory or compulsory kindergarten,15.9,False,False
Income Quintile,Total,Municipal pre-compulsory or compulsory kindergarten,20.9,False,False
Income Quintile,1,Municipal property taxes,260.8,False,False
Income Quintile,2,Municipal property taxes,333.0,False,False
Income Quintile,3,Municipal property taxes,423.5,False,False
Income Quintile,4,Municipal property taxes,536.6,False,False
Income Quintile,5,Municipal property taxes,637.3,False,False
Income Quintile,Total,Municipal property taxes,438.2,False,False
Income Quintile,1,Municipal taxes(20),5.4,False,False
Income Quintile,2,Municipal taxes(20),9.6,False,False
Income Quintile,3,Municipal taxes(20),22.8,False,False
Income Quintile,4,Municipal taxes(20),42.1,False,False
Income Quintile,5,Municipal taxes(20),37.4,False,False
Income Quintile,Total,Municipal taxes(20),23.4,False,False
Income Quintile,2,Museum and exhibition fees,1.1,False,False
Income Quintile,3,Museum and exhibition fees,1.7,False,False
Income Quintile,4,Museum and exhibition fees,3.0,False,False
Income Quintile,5,Museum and exhibition fees,4.1,False,False
Income Quintile,Total,Museum and exhibition fees,2.3,False,False
Income Quintile,2,Music lessons and courses ,10.9,False,False
Income Quintile,4,Music lessons and courses ,18.0,False,False
Income Quintile,5,Music lessons and courses ,20.0,False,False
Income Quintile,Total,Music lessons and courses ,13.6,False,False
Income Quintile,Total,Musical instruments ,5.5,False,False
Income Quintile,5,Mustard ,1.6,False,False
Income Quintile,Total,Mustard ,0.9,False,False
Income Quintile,1,"Napkins (cloth and paper), disposable tablecloths",8.7,False,False
Income Quintile,2,"Napkins (cloth and paper), disposable tablecloths",8.8,False,False
Income Quintile,3,"Napkins (cloth and paper), disposable tablecloths",10.8,False,False
Income Quintile,4,"Napkins (cloth and paper), disposable tablecloths",11.8,False,False
Income Quintile,5,"Napkins (cloth and paper), disposable tablecloths",12.9,False,False
Income Quintile,Total,"Napkins (cloth and paper), disposable tablecloths",10.6,False,False
Income Quintile,1,National health insurance,257.0,False,False
Income Quintile,2,National health insurance,376.0,False,False
Income Quintile,3,National health insurance,592.0,False,False
Income Quintile,4,National health insurance,848.0,False,False
Income Quintile,5,National health insurance,1276.0,False,False
Income Quintile,Total,National health insurance,670.0,False,False
Income Quintile,1,National insurance payments,143.0,False,False
Income Quintile,2,National insurance payments,290.0,False,False
Income Quintile,3,National insurance payments,584.0,False,False
Income Quintile,4,National insurance payments,978.0,False,False
Income Quintile,5,National insurance payments,1639.0,False,False
Income Quintile,Total,National insurance payments,727.0,False,False
Income Quintile,2,Necklaces(33),13.3,False,False
Income Quintile,5,Necklaces(33),12.8,False,False
Income Quintile,Total,Necklaces(33),22.8,False,False
Income Quintile,1,Net income per household,9037.0,False,False
Income Quintile,2,Net income per household,13968.0,False,False
Income Quintile,3,Net income per household,19338.0,False,False
Income Quintile,4,Net income per household,25649.0,False,False
Income Quintile,5,Net income per household,38717.0,False,False
Income Quintile,Total,Net income per household,21345.0,False,False
Income Quintile,1,Net income per standard person,2890.0,False,False
Income Quintile,2,Net income per standard person,5264.0,False,False
Income Quintile,3,Net income per standard person,7448.0,False,False
Income Quintile,4,Net income per standard person,10162.0,False,False
Income Quintile,5,Net income per standard person,16824.0,False,False
Income Quintile,Total,Net income per standard person,8084.0,False,False
Income Quintile,1,Net money income per household,7510.0,True,False
Income Quintile,2,Net money income per household,11791.0,True,False
Income Quintile,3,Net money income per household,16506.0,True,False
Income Quintile,4,Net money income per household,21775.0,True,False
Income Quintile,5,Net money income per household,33591.0,True,False
Income Quintile,Total,Net money income per household,18237.0,True,False
Income Quintile,1,Net money income per person ,1837.0,False,False
Income Quintile,2,Net money income per person ,3684.0,False,False
Income Quintile,3,Net money income per person ,5367.0,False,False
Income Quintile,4,Net money income per person ,7431.0,False,False
Income Quintile,5,Net money income per person ,13100.0,False,False
Income Quintile,Total,Net money income per person ,5750.0,False,False
Income Quintile,1,"Newspapers, books, and stationery",21.8,False,False
Income Quintile,2,"Newspapers, books, and stationery",15.5,False,False
Income Quintile,4,"Newspapers, books, and stationery",33.1,False,False
Income Quintile,5,"Newspapers, books, and stationery",79.4,False,False
Income Quintile,Total,"Newspapers, books, and stationery",39.4,False,False
Income Quintile,1,Non-electrical equipment,97.8,False,False
Income Quintile,2,Non-electrical equipment,99.8,False,False
Income Quintile,3,Non-electrical equipment,86.3,False,False
Income Quintile,4,Non-electrical equipment,96.4,False,False
Income Quintile,5,Non-electrical equipment,98.4,False,False
Income Quintile,Total,Non-electrical equipment,95.7,False,False
Income Quintile,2,Non-prescription vitamins ,17.3,False,False
Income Quintile,3,Non-prescription vitamins ,13.6,False,False
Income Quintile,4,Non-prescription vitamins ,21.9,False,False
Income Quintile,5,Non-prescription vitamins ,21.2,False,False
Income Quintile,Total,Non-prescription vitamins ,16.2,False,False
Income Quintile,1,Noodles and pasta,15.5,False,False
Income Quintile,2,Noodles and pasta,14.3,False,False
Income Quintile,3,Noodles and pasta,15.4,False,False
Income Quintile,4,Noodles and pasta,16.2,False,False
Income Quintile,5,Noodles and pasta,16.9,False,False
Income Quintile,Total,Noodles and pasta,15.7,False,False
Income Quintile,5,Nursing caregiver at home,169.2,False,False
Income Quintile,Total,Nursing caregiver at home,79.3,False,False
Income Quintile,1,Nuts,6.8,False,False
Income Quintile,2,Nuts,10.7,False,False
Income Quintile,3,Nuts,10.7,False,False
Income Quintile,4,Nuts,16.2,False,False
Income Quintile,5,Nuts,18.4,False,False
Income Quintile,Total,Nuts,12.6,False,False
Income Quintile,2,Oatmeal,2.3,False,False
Income Quintile,3,Oatmeal,2.1,False,False
Income Quintile,4,Oatmeal,2.6,False,False
Income Quintile,5,Oatmeal,2.9,False,False
Income Quintile,Total,Oatmeal,2.2,False,False
Income Quintile,1,Olive oil,17.3,False,False
Income Quintile,2,Olive oil,38.5,False,False
Income Quintile,4,Olive oil,14.1,False,False
Income Quintile,5,Olive oil,18.7,False,False
Income Quintile,Total,Olive oil,22.7,False,False
Income Quintile,1,Olives,6.4,False,False
Income Quintile,2,Olives,5.8,False,False
Income Quintile,3,Olives,7.2,False,False
Income Quintile,4,Olives,7.9,False,False
Income Quintile,5,Olives,10.5,False,False
Income Quintile,Total,Olives,7.6,False,False
Income Quintile,1,Onions and scallions,15.7,False,False
Income Quintile,2,Onions and scallions,14.3,False,False
Income Quintile,3,Onions and scallions,12.9,False,False
Income Quintile,4,Onions and scallions,13.2,False,False
Income Quintile,5,Onions and scallions,15.5,False,False
Income Quintile,Total,Onions and scallions,14.3,False,False
Income Quintile,1,Oranges,7.5,False,False
Income Quintile,2,Oranges,7.3,False,False
Income Quintile,3,Oranges,8.1,False,False
Income Quintile,4,Oranges,6.6,False,False
Income Quintile,5,Oranges,6.0,False,False
Income Quintile,Total,Oranges,7.1,False,False
Income Quintile,4,Organic eggs ,5.0,False,False
Income Quintile,5,Organic eggs ,8.3,False,False
Income Quintile,Total,Organic eggs ,3.9,False,False
Income Quintile,1,Organization dues and donations,98.0,False,False
Income Quintile,2,Organization dues and donations,96.0,False,False
Income Quintile,3,Organization dues and donations,112.0,False,False
Income Quintile,4,Organization dues and donations,125.1,False,False
Income Quintile,5,Organization dues and donations,231.3,False,False
Income Quintile,Total,Organization dues and donations,132.5,False,False
Income Quintile,5,Organized tour abroad,189.3,False,False
Income Quintile,Total,Organized tour abroad,77.7,False,False
Income Quintile,1,Other books,13.3,False,False
Income Quintile,4,Other books,15.6,False,False
Income Quintile,5,Other books,36.7,False,False
Income Quintile,Total,Other books,22.4,False,False
Income Quintile,1,Other canned vegetables(15),2.0,False,False
Income Quintile,2,Other canned vegetables(15),1.5,False,False
Income Quintile,3,Other canned vegetables(15),1.8,False,False
Income Quintile,4,Other canned vegetables(15),2.0,False,False
Income Quintile,5,Other canned vegetables(15),1.6,False,False
Income Quintile,Total,Other canned vegetables(15),1.8,False,False
Income Quintile,1,Other car repairs,32.0,False,False
Income Quintile,2,Other car repairs,39.0,False,False
Income Quintile,3,Other car repairs,59.3,False,False
Income Quintile,4,Other car repairs,49.4,False,False
Income Quintile,5,Other car repairs,45.3,False,False
Income Quintile,Total,Other car repairs,45.0,False,False
Income Quintile,1,Other cleaning materials,2.9,False,False
Income Quintile,2,Other cleaning materials,3.5,False,False
Income Quintile,4,Other cleaning materials,4.1,False,False
Income Quintile,Total,Other cleaning materials,4.0,False,False
Income Quintile,1,Other dental expenditures(26),50.7,False,False
Income Quintile,2,Other dental expenditures(26),65.4,False,False
Income Quintile,3,Other dental expenditures(26),56.5,False,False
Income Quintile,4,Other dental expenditures(26),64.7,False,False
Income Quintile,Total,Other dental expenditures(26),73.0,False,False
Income Quintile,5,Other dried fruit ,4.2,False,False
Income Quintile,Total,Other dried fruit ,2.8,False,False
Income Quintile,1,Other electric kitchen appliances(23),33.7,False,False
Income Quintile,2,Other electric kitchen appliances(23),29.4,False,False
Income Quintile,3,Other electric kitchen appliances(23),36.6,False,False
Income Quintile,4,Other electric kitchen appliances(23),44.7,False,False
Income Quintile,5,Other electric kitchen appliances(23),51.0,False,False
Income Quintile,Total,Other electric kitchen appliances(23),39.1,False,False
Income Quintile,1,Other expenditures,67.0,False,False
Income Quintile,2,Other expenditures,71.3,False,False
Income Quintile,3,Other expenditures,64.3,False,False
Income Quintile,4,Other expenditures,67.7,False,False
Income Quintile,5,Other expenditures,97.8,False,False
Income Quintile,Total,Other expenditures,73.6,False,False
Income Quintile,1,Other expenditures on celebrations,24.8,False,False
Income Quintile,2,Other expenditures on celebrations,30.5,False,False
Income Quintile,Total,Other expenditures on celebrations,38.3,False,False
Income Quintile,1,Other expenditures on health,212.6,False,False
Income Quintile,2,Other expenditures on health,274.9,False,False
Income Quintile,3,Other expenditures on health,272.8,False,False
Income Quintile,4,Other expenditures on health,286.3,False,False
Income Quintile,5,Other expenditures on health,355.4,False,False
Income Quintile,Total,Other expenditures on health,280.4,False,False
Income Quintile,1,Other fresh fruits,4.0,False,False
Income Quintile,2,Other fresh fruits,3.9,False,False
Income Quintile,3,Other fresh fruits,4.9,False,False
Income Quintile,4,Other fresh fruits,8.9,False,False
Income Quintile,5,Other fresh fruits,12.8,False,False
Income Quintile,Total,Other fresh fruits,6.9,False,False
Income Quintile,2,Other health insurance ,2.5,False,False
Income Quintile,3,Other health insurance ,6.8,False,False
Income Quintile,4,Other health insurance ,10.2,False,False
Income Quintile,5,Other health insurance ,10.9,False,False
Income Quintile,Total,Other health insurance ,6.4,False,False
Income Quintile,1,Other housing expenditures,37.9,False,False
Income Quintile,2,Other housing expenditures,73.8,False,False
Income Quintile,3,Other housing expenditures,76.5,False,False
Income Quintile,4,Other housing expenditures,157.9,False,False
Income Quintile,5,Other housing expenditures,305.1,False,False
Income Quintile,Total,Other housing expenditures,130.3,False,False
Income Quintile,3,Other kitchen utensils(24),7.9,False,False
Income Quintile,4,Other kitchen utensils(24),6.6,False,False
Income Quintile,5,Other kitchen utensils(24),15.0,False,False
Income Quintile,Total,Other kitchen utensils(24),9.6,False,False
Income Quintile,1,Other laundry products,15.7,False,False
Income Quintile,2,Other laundry products,17.3,False,False
Income Quintile,3,Other laundry products,17.0,False,False
Income Quintile,4,Other laundry products,17.4,False,False
Income Quintile,5,Other laundry products,14.6,False,False
Income Quintile,Total,Other laundry products,16.4,False,False
Income Quintile,2,Other lessons and courses(28),39.4,False,False
Income Quintile,3,Other lessons and courses(28),52.0,False,False
Income Quintile,4,Other lessons and courses(28),90.9,False,False
Income Quintile,5,Other lessons and courses(28),110.4,False,False
Income Quintile,Total,Other lessons and courses(28),70.5,False,False
Income Quintile,2,Other medical items(27),4.3,False,False
Income Quintile,Total,Other medical items(27),7.5,False,False
Income Quintile,2,Other milk,4.7,False,False
Income Quintile,3,Other milk,8.9,False,False
Income Quintile,4,Other milk,9.5,False,False
Income Quintile,5,Other milk,7.9,False,False
Income Quintile,Total,Other milk,6.6,False,False
Income Quintile,1,Other mixed nuts n.e.c.,15.7,False,False
Income Quintile,2,Other mixed nuts n.e.c.,20.0,False,False
Income Quintile,3,Other mixed nuts n.e.c.,14.5,False,False
Income Quintile,4,Other mixed nuts n.e.c.,10.4,False,False
Income Quintile,5,Other mixed nuts n.e.c.,13.1,False,False
Income Quintile,Total,Other mixed nuts n.e.c.,14.7,False,False
Income Quintile,1,Other parts of chicken and turkey,9.7,False,False
Income Quintile,2,Other parts of chicken and turkey,11.3,False,False
Income Quintile,3,Other parts of chicken and turkey,9.1,False,False
Income Quintile,4,Other parts of chicken and turkey,9.7,False,False
Income Quintile,5,Other parts of chicken and turkey,8.1,False,False
Income Quintile,Total,Other parts of chicken and turkey,9.6,False,False
Income Quintile,3,Other pastry and grain products – frozen(3) ,2.9,False,False
Income Quintile,5,Other pastry and grain products – frozen(3) ,3.5,False,False
Income Quintile,Total,Other pastry and grain products – frozen(3) ,3.0,False,False
Income Quintile,5,Other pickled vegetables ,1.1,False,False
Income Quintile,Total,Other pickled vegetables ,1.2,False,False
Income Quintile,1,Other prepared salads ,3.0,False,False
Income Quintile,2,Other prepared salads ,5.2,False,False
Income Quintile,3,Other prepared salads ,6.1,False,False
Income Quintile,4,Other prepared salads ,6.7,False,False
Income Quintile,5,Other prepared salads ,6.9,False,False
Income Quintile,Total,Other prepared salads ,5.6,False,False
Income Quintile,5,Other products ,4.1,False,False
Income Quintile,Total,Other products ,2.2,False,False
Income Quintile,2,Other recreation places,13.9,False,False
Income Quintile,3,Other recreation places,20.6,False,False
Income Quintile,4,Other recreation places,33.4,False,False
Income Quintile,5,Other recreation places,30.5,False,False
Income Quintile,Total,Other recreation places,20.2,False,False
Income Quintile,1,Other sweets,32.3,False,False
Income Quintile,2,Other sweets,26.7,False,False
Income Quintile,3,Other sweets,22.6,False,False
Income Quintile,4,Other sweets,8.1,False,False
Income Quintile,5,Other sweets,14.4,False,False
Income Quintile,Total,Other sweets,20.8,False,False
Income Quintile,1,Other travel abroad,102.9,False,False
Income Quintile,2,Other travel abroad,202.5,False,False
Income Quintile,3,Other travel abroad,299.3,False,False
Income Quintile,4,Other travel abroad,422.1,False,False
Income Quintile,5,Other travel abroad,801.2,False,False
Income Quintile,Total,Other travel abroad,365.7,False,False
Income Quintile,4,"Painting, sculpture and photography lessons and courses",11.1,False,False
Income Quintile,5,"Painting, sculpture and photography lessons and courses",12.6,False,False
Income Quintile,Total,"Painting, sculpture and photography lessons and courses",7.0,False,False
Income Quintile,1,Parking fees,3.7,False,False
Income Quintile,3,Parking fees,10.6,False,False
Income Quintile,4,Parking fees,13.6,False,False
Income Quintile,5,Parking fees,23.6,False,False
Income Quintile,Total,Parking fees,12.6,False,False
Income Quintile,5,Parking subscription(30),1.9,False,False
Income Quintile,Total,Parking subscription(30),1.5,False,False
Income Quintile,1,Parsley ,3.5,False,False
Income Quintile,2,Parsley ,4.3,False,False
Income Quintile,3,Parsley ,4.0,False,False
Income Quintile,4,Parsley ,5.6,False,False
Income Quintile,5,Parsley ,5.1,False,False
Income Quintile,Total,Parsley ,4.5,False,False
Income Quintile,1,Pasteurized milk,62.3,False,False
Income Quintile,2,Pasteurized milk,48.5,False,False
Income Quintile,3,Pasteurized milk,41.4,False,False
Income Quintile,4,Pasteurized milk,34.8,False,False
Income Quintile,5,Pasteurized milk,31.9,False,False
Income Quintile,Total,Pasteurized milk,43.8,False,False
Income Quintile,2,Pastry products – frozen(3),4.4,False,False
Income Quintile,3,Pastry products – frozen(3),3.7,False,False
Income Quintile,4,Pastry products – frozen(3),3.4,False,False
Income Quintile,5,Pastry products – frozen(3),3.0,False,False
Income Quintile,Total,Pastry products – frozen(3),3.4,False,False
Income Quintile,1,Pastry products – not frozen(3),22.7,False,False
Income Quintile,2,Pastry products – not frozen(3),26.8,False,False
Income Quintile,3,Pastry products – not frozen(3),27.2,False,False
Income Quintile,4,Pastry products – not frozen(3),37.5,False,False
Income Quintile,5,Pastry products – not frozen(3),25.8,False,False
Income Quintile,Total,Pastry products – not frozen(3),28.0,False,False
Income Quintile,4,Payment for electrician,19.2,False,False
Income Quintile,5,Payment for electrician,8.4,False,False
Income Quintile,Total,Payment for electrician,10.7,False,False
Income Quintile,2,"Payment for painter, handyman",21.5,False,False
Income Quintile,3,"Payment for painter, handyman",30.3,False,False
Income Quintile,4,"Payment for painter, handyman",33.1,False,False
Income Quintile,Total,"Payment for painter, handyman",39.5,False,False
Income Quintile,2,Payment for plumber ,8.9,False,False
Income Quintile,3,Payment for plumber ,9.3,False,False
Income Quintile,4,Payment for plumber ,11.1,False,False
Income Quintile,5,Payment for plumber ,14.6,False,False
Income Quintile,Total,Payment for plumber ,12.6,False,False
Income Quintile,1,"Payment to lawyer / real estate agent for buying, selling ",27.8,False,False
Income Quintile,2,"Payment to lawyer / real estate agent for buying, selling ",48.7,False,False
Income Quintile,4,"Payment to lawyer / real estate agent for buying, selling ",62.4,False,False
Income Quintile,5,"Payment to lawyer / real estate agent for buying, selling ",136.6,False,False
Income Quintile,Total,"Payment to lawyer / real estate agent for buying, selling ",59.8,False,False
Income Quintile,2,Payments for other maintenance(16),6.0,False,False
Income Quintile,3,Payments for other maintenance(16),17.9,False,False
Income Quintile,4,Payments for other maintenance(16),15.6,False,False
Income Quintile,5,Payments for other maintenance(16),48.8,False,False
Income Quintile,Total,Payments for other maintenance(16),19.9,False,False
Income Quintile,2,Payments to managers insurance,16.5,False,False
Income Quintile,3,Payments to managers insurance,42.9,False,False
Income Quintile,4,Payments to managers insurance,92.3,False,False
Income Quintile,5,Payments to managers insurance,177.5,False,False
Income Quintile,Total,Payments to managers insurance,66.6,False,False
Income Quintile,1,Payments to pension fund,180.0,False,False
Income Quintile,2,Payments to pension fund,359.1,False,False
Income Quintile,3,Payments to pension fund,580.7,False,False
Income Quintile,4,Payments to pension fund,767.3,False,False
Income Quintile,5,Payments to pension fund,1081.1,False,False
Income Quintile,Total,Payments to pension fund,593.7,False,False
Income Quintile,1,Payments to provident funds,29.0,False,False
Income Quintile,2,Payments to provident funds,56.4,False,False
Income Quintile,3,Payments to provident funds,101.2,False,False
Income Quintile,4,Payments to provident funds,183.4,False,False
Income Quintile,5,Payments to provident funds,343.8,False,False
Income Quintile,Total,Payments to provident funds,142.8,False,False
Income Quintile,1,Payments to training funds,35.4,False,False
Income Quintile,2,Payments to training funds,97.9,False,False
Income Quintile,3,Payments to training funds,203.6,False,False
Income Quintile,4,Payments to training funds,343.0,False,False
Income Quintile,5,Payments to training funds,601.7,False,False
Income Quintile,Total,Payments to training funds,256.4,False,False
Income Quintile,1,"Peaches, nectarines",6.6,False,False
Income Quintile,2,"Peaches, nectarines",6.4,False,False
Income Quintile,3,"Peaches, nectarines",7.3,False,False
Income Quintile,4,"Peaches, nectarines",9.3,False,False
Income Quintile,5,"Peaches, nectarines",12.1,False,False
Income Quintile,Total,"Peaches, nectarines",8.4,False,False
Income Quintile,1,Peanut snacks ,6.8,False,False
Income Quintile,2,Peanut snacks ,8.5,False,False
Income Quintile,3,Peanut snacks ,8.3,False,False
Income Quintile,4,Peanut snacks ,7.9,False,False
Income Quintile,5,Peanut snacks ,5.2,False,False
Income Quintile,Total,Peanut snacks ,7.4,False,False
Income Quintile,3,Peanuts,1.8,False,False
Income Quintile,4,Peanuts,3.0,False,False
Income Quintile,5,Peanuts,2.8,False,False
Income Quintile,Total,Peanuts,2.0,False,False
Income Quintile,1,Pears,3.8,False,False
Income Quintile,2,Pears,4.6,False,False
Income Quintile,3,Pears,4.2,False,False
Income Quintile,4,Pears,4.8,False,False
Income Quintile,5,Pears,6.4,False,False
Income Quintile,Total,Pears,4.8,False,False
Income Quintile,1,Periodic maintenance,50.8,False,False
Income Quintile,2,Periodic maintenance,53.6,False,False
Income Quintile,3,Periodic maintenance,67.2,False,False
Income Quintile,4,Periodic maintenance,102.7,False,False
Income Quintile,5,Periodic maintenance,113.0,False,False
Income Quintile,Total,Periodic maintenance,77.5,False,False
Income Quintile,1,Persimmons,1.8,False,False
Income Quintile,2,Persimmons,2.1,False,False
Income Quintile,3,Persimmons,2.0,False,False
Income Quintile,4,Persimmons,2.4,False,False
Income Quintile,5,Persimmons,4.0,False,False
Income Quintile,Total,Persimmons,2.4,False,False
Income Quintile,1,Persona services and cosmetics,29.7,False,False
Income Quintile,2,Persona services and cosmetics,40.0,False,False
Income Quintile,3,Persona services and cosmetics,75.1,False,False
Income Quintile,4,Persona services and cosmetics,87.2,False,False
Income Quintile,5,Persona services and cosmetics,124.6,False,False
Income Quintile,Total,Persona services and cosmetics,71.3,False,False
Income Quintile,1,Personal articles and cosmetics,113.7,False,False
Income Quintile,2,Personal articles and cosmetics,140.0,False,False
Income Quintile,3,Personal articles and cosmetics,149.9,False,False
Income Quintile,4,Personal articles and cosmetics,166.1,False,False
Income Quintile,5,Personal articles and cosmetics,173.7,False,False
Income Quintile,Total,Personal articles and cosmetics,148.7,False,False
Income Quintile,1,Pet food,16.4,False,False
Income Quintile,3,Pet food,30.0,False,False
Income Quintile,4,Pet food,53.2,False,False
Income Quintile,Total,Pet food,37.6,False,False
Income Quintile,1,Pickled cucumbers,7.3,False,False
Income Quintile,2,Pickled cucumbers,5.4,False,False
Income Quintile,3,Pickled cucumbers,5.7,False,False
Income Quintile,4,Pickled cucumbers,6.2,False,False
Income Quintile,5,Pickled cucumbers,5.3,False,False
Income Quintile,Total,Pickled cucumbers,6.0,False,False
Income Quintile,1,"Pictures, mirrors, and other decorations",5.9,False,False
Income Quintile,2,"Pictures, mirrors, and other decorations",5.4,False,False
Income Quintile,3,"Pictures, mirrors, and other decorations",6.8,False,False
Income Quintile,Total,"Pictures, mirrors, and other decorations",10.8,False,False
Income Quintile,4,Pistachio,2.8,False,False
Income Quintile,5,Pistachio,4.1,False,False
Income Quintile,Total,Pistachio,2.3,False,False
Income Quintile,1,Pitta (oriental bread),43.3,False,False
Income Quintile,2,Pitta (oriental bread),32.9,False,False
Income Quintile,3,Pitta (oriental bread),23.7,False,False
Income Quintile,4,Pitta (oriental bread),20.5,False,False
Income Quintile,5,Pitta (oriental bread),17.4,False,False
Income Quintile,Total,Pitta (oriental bread),27.5,False,False
Income Quintile,1,Plums,1.4,False,False
Income Quintile,3,Plums,2.2,False,False
Income Quintile,4,Plums,3.3,False,False
Income Quintile,5,Plums,2.6,False,False
Income Quintile,Total,Plums,2.3,False,False
Income Quintile,1,Pocket money,66.7,False,False
Income Quintile,2,Pocket money,41.6,False,False
Income Quintile,3,Pocket money,31.3,False,False
Income Quintile,Total,Pocket money,37.8,False,False
Income Quintile,5,Pomegranate ,2.1,False,False
Income Quintile,Total,Pomegranate ,1.6,False,False
Income Quintile,4,Pomelo ,2.1,False,False
Income Quintile,5,Pomelo ,2.2,False,False
Income Quintile,Total,Pomelo ,1.3,False,False
Income Quintile,1,Popcorn ,1.8,False,False
Income Quintile,2,Popcorn ,1.6,False,False
Income Quintile,3,Popcorn ,2.1,False,False
Income Quintile,4,Popcorn ,2.3,False,False
Income Quintile,5,Popcorn ,2.5,False,False
Income Quintile,Total,Popcorn ,2.0,False,False
Income Quintile,1,"Poppy seeds, sesame seeds, and minced coconut ",1.0,False,False
Income Quintile,2,"Poppy seeds, sesame seeds, and minced coconut ",0.9,False,False
Income Quintile,4,"Poppy seeds, sesame seeds, and minced coconut ",2.0,False,False
Income Quintile,5,"Poppy seeds, sesame seeds, and minced coconut ",2.3,False,False
Income Quintile,Total,"Poppy seeds, sesame seeds, and minced coconut ",1.4,False,False
Income Quintile,1,Portable heater (including for bathroom),3.8,False,False
Income Quintile,Total,Portable heater (including for bathroom),2.7,False,False
Income Quintile,1,Post-secondary schools ,75.7,False,False
Income Quintile,2,Post-secondary schools ,21.6,False,False
Income Quintile,3,Post-secondary schools ,30.3,False,False
Income Quintile,4,Post-secondary schools ,32.1,False,False
Income Quintile,Total,Post-secondary schools ,35.9,False,False
Income Quintile,1,"Postal services, telephone, and communications",228.7,False,False
Income Quintile,2,"Postal services, telephone, and communications",252.6,False,False
Income Quintile,3,"Postal services, telephone, and communications",292.5,False,False
Income Quintile,4,"Postal services, telephone, and communications",335.8,False,False
Income Quintile,5,"Postal services, telephone, and communications",344.1,False,False
Income Quintile,Total,"Postal services, telephone, and communications",290.8,False,False
Income Quintile,1,Potato products – frozen,6.4,False,False
Income Quintile,2,Potato products – frozen,4.8,False,False
Income Quintile,3,Potato products – frozen,4.5,False,False
Income Quintile,4,Potato products – frozen,5.7,False,False
Income Quintile,5,Potato products – frozen,4.0,False,False
Income Quintile,Total,Potato products – frozen,5.1,False,False
Income Quintile,1,Potato snacks ,10.3,False,False
Income Quintile,2,Potato snacks ,9.5,False,False
Income Quintile,3,Potato snacks ,8.9,False,False
Income Quintile,4,Potato snacks ,7.9,False,False
Income Quintile,5,Potato snacks ,8.3,False,False
Income Quintile,Total,Potato snacks ,9.0,False,False
Income Quintile,1,Potatoes and sweet potatoes,31.1,False,False
Income Quintile,2,Potatoes and sweet potatoes,29.1,False,False
Income Quintile,3,Potatoes and sweet potatoes,24.2,False,False
Income Quintile,4,Potatoes and sweet potatoes,27.6,False,False
Income Quintile,5,Potatoes and sweet potatoes,27.6,False,False
Income Quintile,Total,Potatoes and sweet potatoes,27.9,False,False
Income Quintile,1,Powdered soup and sauces,4.7,False,False
Income Quintile,2,Powdered soup and sauces,3.7,False,False
Income Quintile,3,Powdered soup and sauces,4.5,False,False
Income Quintile,4,Powdered soup and sauces,6.1,False,False
Income Quintile,5,Powdered soup and sauces,5.9,False,False
Income Quintile,Total,Powdered soup and sauces,5.0,False,False
Income Quintile,1,Pre-moistened towelettes,11.8,False,False
Income Quintile,2,Pre-moistened towelettes,13.8,False,False
Income Quintile,3,Pre-moistened towelettes,13.1,False,False
Income Quintile,4,Pre-moistened towelettes,10.0,False,False
Income Quintile,5,Pre-moistened towelettes,11.1,False,False
Income Quintile,Total,Pre-moistened towelettes,12.0,False,False
Income Quintile,1,Prepared sauces for pasta and salad,6.1,False,False
Income Quintile,2,Prepared sauces for pasta and salad,7.0,False,False
Income Quintile,3,Prepared sauces for pasta and salad,11.2,False,False
Income Quintile,4,Prepared sauces for pasta and salad,10.5,False,False
Income Quintile,5,Prepared sauces for pasta and salad,14.6,False,False
